epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,1871.59,0.86566,0.53229,0.00335,0.70877,0.71361,0.71207,0.42631,1.67503,1.83731,0.00689,0.000205276,0.000205276,0.000205276
175,1881.95,0.86629,0.55751,0.00335,0.70892,0.72396,0.72729,0.43049,1.67494,1.89117,0.00689,0.000198202,0.000198202,0.000198202
176,1892.85,0.87548,0.54373,0.00341,0.71519,0.68801,0.71491,0.41815,1.68518,1.99847,0.00687,0.000191129,0.000191129,0.000191129
177,1904.01,0.85714,0.53314,0.0033,0.68409,0.73302,0.72208,0.42597,1.67475,1.86751,0.00688,0.000184055,0.000184055,0.000184055
178,1914.4,0.86404,0.54065,0.00332,0.69287,0.70124,0.70376,0.41088,1.68018,1.89798,0.00688,0.000176982,0.000176982,0.000176982
179,1924.9,0.85238,0.52103,0.00329,0.71697,0.69308,0.71292,0.42138,1.67071,1.8571,0.00685,0.000169908,0.000169908,0.000169908
180,1935.49,0.864,0.54828,0.00333,0.69263,0.71945,0.71993,0.42181,1.65729,1.81864,0.00678,0.000162835,0.000162835,0.000162835
181,1946.24,0.84825,0.52137,0.0033,0.72444,0.68926,0.72482,0.42892,1.66055,1.81312,0.0068,0.000155761,0.000155761,0.000155761
182,1956.91,0.85759,0.52249,0.00332,0.71595,0.69119,0.71649,0.42372,1.66206,1.89253,0.00682,0.000148687,0.000148687,0.000148687
183,1967.38,0.85554,0.53713,0.00334,0.71015,0.69342,0.71691,0.41906,1.67615,1.89583,0.00684,0.000141614,0.000141614,0.000141614
184,1981.1,0.88971,0.58341,0.00347,0.74745,0.67835,0.72589,0.42584,1.68455,1.93596,0.00692,0.00013454,0.00013454,0.00013454
185,1991.78,0.83977,0.52731,0.00327,0.6999,0.71907,0.73357,0.43537,1.66126,1.8115,0.0068,0.000127467,0.000127467,0.000127467
186,2002.55,0.8269,0.50174,0.00318,0.71403,0.71543,0.73461,0.43689,1.66526,1.8673,0.00687,0.000120393,0.000120393,0.000120393
187,2013.16,0.8306,0.51594,0.0032,0.71754,0.71421,0.7244,0.42552,1.66296,1.85006,0.0068,0.00011332,0.00011332,0.00011332
188,2023.53,0.84698,0.52417,0.00334,0.72029,0.71375,0.72423,0.42703,1.66286,1.79494,0.00682,0.000106246,0.000106246,0.000106246
189,2034.07,0.85437,0.54885,0.0033,0.71801,0.7088,0.72387,0.42618,1.66314,1.84367,0.00681,9.91726e-05,9.91726e-05,9.91726e-05
190,2045.02,0.83156,0.50974,0.00322,0.71983,0.70608,0.72639,0.42763,1.65941,1.87239,0.00679,9.20991e-05,9.20991e-05,9.20991e-05
191,2057.98,0.64373,0.26024,0.00255,0.69502,0.72815,0.72396,0.42631,1.66562,1.88659,0.00681,8.50255e-05,8.50255e-05,8.50255e-05
192,2068.26,0.62673,0.23805,0.00247,0.71513,0.71258,0.7238,0.42849,1.6609,1.8502,0.00682,7.7952e-05,7.7952e-05,7.7952e-05
193,2078.58,0.64147,0.2541,0.00255,0.71873,0.70327,0.71994,0.42586,1.66586,1.89061,0.00682,7.08784e-05,7.08784e-05,7.08784e-05
194,2089.45,0.62802,0.24701,0.00247,0.71555,0.70439,0.71719,0.42421,1.66957,1.86246,0.00683,6.38049e-05,6.38049e-05,6.38049e-05
195,2100.3,0.6343,0.24918,0.00249,0.67816,0.72068,0.70814,0.41736,1.68068,1.90896,0.00687,5.67313e-05,5.67313e-05,5.67313e-05
196,2110.57,0.63616,0.25228,0.00253,0.71021,0.70431,0.7185,0.42506,1.67054,1.88366,0.00684,4.96578e-05,4.96578e-05,4.96578e-05
197,2120.84,0.6299,0.24854,0.00249,0.71729,0.69399,0.7179,0.42152,1.66847,1.89623,0.00682,4.25842e-05,4.25842e-05,4.25842e-05
198,2131.47,0.62013,0.24541,0.00245,0.72135,0.69349,0.71699,0.42275,1.67034,1.86633,0.00684,3.55107e-05,3.55107e-05,3.55107e-05
199,2142.29,0.59938,0.22494,0.00236,0.71588,0.69298,0.71729,0.42038,1.67307,1.89494,0.00683,2.84371e-05,2.84371e-05,2.84371e-05
200,2152.83,0.60225,0.22762,0.00238,0.70409,0.70863,0.7196,0.42353,1.66926,1.88487,0.00681,2.13636e-05,2.13636e-05,2.13636e-05
